,premise,hypothesis,label,aug_type
72296,A boy leans against a brick wall near some trees.,A boy leans against a wooden door near a bench.,2,back_translation
296879,A woman who works on her computer in front of a bright yellow wall.,A woman is on her expensive computer.,1,back_translation
539304,Two hotdog running and jumping through a white area.,The dogs are in the snow.,0,synonym_w2v
543249,A person climbs a steep mountain.,A person is in a mountain.,0,back_translation
543228,A troupe of drummers perform in an outside public area with their eyes exclude and mouths open.,Drummers are performing at a town celebration in a park.,1,synonym_w2v
501833,A man be silly in the agency while he eats his dejeuner.,The man is hard at work.,2,synonym_w2v
194960,A man and a police officer are arguing with each other.,A young man is arguing with a cop.,1,back_translation
31226,"Three people, 2 smiling guys and a blond, curly-haired woman, are sitting around a table playing dominoes.","three attractive people, 2 smiling asian guys and a blond, curly - haired chinese woman, are sitting around around a card table playing dominoes.",0,bert_insertion
249524,"A solo musician in black is on stage, playing an acoustic guitar and singing on a microphone.",A musician sings on stage.,0,back_translation
356409,A woman is reading a newspaper article.,The woman drives a car.,2,back_translation
198866,little girl friend with floaties swimming next door to older man standing in the warm water.,The people are sleeping.,2,bert_insertion
331057,"Three small dogs, two on which are sniffing noses.",The three small dogs are together sniffing each other.,0,bert_replacement
424329,Two racing dogs round a ball in a dog track.,There are two dogs racing at a dog park,0,bert_replacement
112394,A new boy follow bursting out of a pile of dead leaves.,There is a boy playing outside with his friends in Fall.,1,synonym_w2v
276072,Person wearing gray pants airborne on a snowboard.,person wearing loose gray pants airborne on of a snowboard.,2,bert_insertion
295705,"Two men, one holding the other in front of a building.",Both men are standing over their heads inside the building.,2,back_translation
247648,A gentleman in a waiting chair of a hospital with burns to his face.,The man got burned by the flame from his grill.,1,bert_replacement
163991,"a group of two young asians they are also sitting calmly on steps, eating and watching something going on from in front of them.",The Asian friends have a swimming competition,2,bert_insertion
300517,A crowded bus and a young serviceman in glasses pinching his nose.,A packed bus with a man pinching his nose.,0,synonym_w2v
73175,A man riding his bicycle near the ocean.,A man tantalise his bicycle near the ocean.,0,synonym_w2v
160187,A woman in striped tights is being guided with strings.,A woman is leading her cat on a leash.,2,bert_replacement
474731,a man plays an accordion on nearby a darkened park bench.,The man has blonde hair.,1,bert_insertion
501110,A person riding a bikes in snow.,A person is riding his bikes to work.,1,bert_replacement
159743,"A man looked very small, as he walked along the small building.",A man was walking in Egypt,1,bert_replacement
275741,A young man smoking a cigarette.,A young lady smokes a cigarette.,2,back_translation
162715,"Crowd standing near "" william green JUNGLE "" exhibit at fete.",The exhibit was free to attend.,1,synonym_w2v
30980,The people are walking down a dirt path.,The people are walking down a dirt path at a park.,1,bert_replacement
416544,"A very young boy in a black jacket, jeans, and tennis shoes holds himself at the top of a slide, waiting to go down.","A very young boy in a calamitous jacket, jean, and tennis skid holds himself at the top of a slide, waiting to fail kill.",2,synonym_w2v
511258,Two men on a scaffold working at a construction site,Two construction workers are on scaffolds.,0,back_translation
3846,Three women enjoying a joyride ball.,Three women are enjoying a flight through the air.,2,back_translation
455782,A young boy with a cowboy hat eats while at the carnival.,The boy is eating a taco at the carnival.,1,bert_replacement
56673,A boy stands tall in front of a glass display while another boy takes a picture of something.,a boy is standing,0,bert_replacement
21830,a black and small white dog catching a baseball just in passing midair.,a dog is outdoors playing,1,bert_insertion
65976,Ciu de la femme,A woman is in the snow.,0,back_translation
68883,"a dad not holding his son, nanny who is watching a watching goat, a mom talking with her daughter is standing not right next most to them looking into the goat pen.",Parents are watching a white goat that is in an enclosure with their children.,1,bert_insertion
74374,Brunette woman in a pink striped top with sunglasses is laughing while holding a cup.,A woman is drinking water.,2,bert_replacement
139574,A woman carrying a blue backpack walking down the street about to pass two other woman walking in the opposite direction.,a french woman carrying half a blue black backpack walking down the street about to flee pass two other other woman walking in the opposite direction.,2,bert_insertion
337758,Three men jump on a lawn.,The men are jumping.,0,back_translation
66685,Two children dressed informally are thrown in grass one day in the sun.,The kids are swinging.,2,back_translation
539303,two two dogs leap through snowy grass and across rocks.,Two dogs love leaping through snowy grass and rocks.,1,bert_insertion
42952,A woman is walking down the street with a blue bag.,a woman upstairs is walking down the street playing with a tiny blue bag.,0,bert_insertion
504190,a group mostly of male and other female former cheerleaders in black leather and yellow uniforms have thrown over a female cheerleader in the air and are waiting to try catch her.,The cheerleaders are forming a human pyramid.,2,bert_insertion
179069,A toddler with pudding all over her face and hands from eat on with her fingers.,The kids are in a pudding eating contest.,1,synonym_w2v
180087,Boys all outside around a big bike.,Boys all remote around a big bike.,2,synonym_w2v
313979,A man in formal wear is posing in front of a computer.,the man is a farmer,1,bert_replacement
364024,Several people abide around in groups behind a table with banana.,One person sits alone at dinner.,2,synonym_w2v
273898,"holding a metal bullhorn, a long red - haired female policeman demands attention as she continually speaks her message atop beneath a bridge.",A red haired drill instructor speaks into a bullhorn.,-1,bert_insertion
520504,The lake looks very shallow.,It's a shallow lake.,0,back_translation
94574,A celebration with a lot of people.,A lot of people are in a celebration.,0,back_translation
546330,Two men with red shirts and yellow aprons stand in front of a wall of colorful stuffed animals while two women pause at the table in front of it.,Deuce men with red shirts and icteric aprons stand in front of a wall of colorful stuffed animals while deuce women break at the table in front of it.,2,synonym_w2v
345412,a black and some white dog runs beside a little brown dog in a green grass field.,two dogs are are chasing a deer,1,bert_insertion
